歌手,歌曲数,总播放量,平均热度,上榜次数,榜单
老渡,1,0,,1,['巅峰榜·新歌']
老板,1,0,,1,['巅峰榜·新歌']
耀乐团,1,0,,1,['巅峰榜·内地']
羊音乐,1,0,,1,['巅峰榜·新歌']
羊羊,3,0,,3,['巅峰榜·新歌']
羊与鲲,1,0,,1,['巅峰榜·内地']
罗高丞,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
罗锟/石杨,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
罗森涛,1,0,,1,['巅峰榜·新歌']
罗德信箱,1,0,,1,['巅峰榜·内地']
罗密欧Romeo,1,0,,1,['巅峰榜·内地']
罗宏,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
罗夏RO,1,0,,1,['巅峰榜·内地']
罗之豪,1,0,,1,['巅峰榜·流行指数']
胡同诗神,1,0,,1,['巅峰榜·内地']
胡二三,1,0,,1,['巅峰榜·内地']
胡66,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
胜屿,1,0,,1,['巅峰榜·流行指数']
胖虎（董欣怡）,3,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
胖凯,1,0,,1,['巅峰榜·新歌']
肥阳,1,0,,1,['巅峰榜·新歌']
肥皂菌丨珉珉的猫咪丨/聆云音乐,1,0,,1,['巅峰榜·流行指数']
肖战/谭维维,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
肖战,1,0,,1,['巅峰榜·新歌']
肖恩LilSeanChild/hoda大盛/下班积极份子/三道黑TriDarK,1,0,,1,['巅峰榜·内地']
肖倾月,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
聒噪的王海颖/孙圳翰,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
聂思诗,3,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
耳朵便利店,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
老胡子男孩,1,0,,1,['巅峰榜·新歌']
脉冲星  (The Pulsar),1,0,,1,['巅峰榜·内地']
脆莓(Brickleberry),1,0,,1,['巅峰榜·内地']
胥睿,1,0,,1,['巅峰榜·内地']
胡蝶1,1,0,,1,['巅峰榜·内地']
胡碧云,1,0,,1,['巅峰榜·内地']
胡皓闻,1,0,,1,['巅峰榜·内地']
胡海泉,2,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
胡歌,1,0,,6,"['巅峰榜·热歌', '巅峰榜·流行指数']"
胡本B.E.N,1,0,,1,['巅峰榜·内地']
胡期皓/叶琼琳/董唧唧,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
胡期皓,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
胡彦斌/张韶涵/胡海泉/周深,1,0,,1,['巅峰榜·新歌']
胡彦斌,2,0,,9,"['巅峰榜·热歌', '巅峰榜·流行指数']"
胡宸Chen/RE-D,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
胡宸Chen,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
胡夏,6,0,,4,"['巅峰榜·流行指数', '巅峰榜·新歌']"
芊芊龍,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
艾辰,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
艾福杰尼,1,0,,1,['巅峰榜·内地']
艾热AIR,2,0,,2,"['巅峰榜·新歌', '巅峰榜·内地']"
艾志恒Asen,2,0,,2,['巅峰榜·内地']
艾夕燃,2,0,,2,['巅峰榜·新歌']
艾北,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
艾克斯Dragon/CrispyHerry,1,0,,1,['巅峰榜·内地']
艺凌,6,0,,4,"['巅峰榜·流行指数', '巅峰榜·新歌']"
舒也/所追寻的风,1,0,,1,['巅峰榜·内地']
舒也/DBAA,1,0,,1,['巅峰榜·内地']
舒也,1,0,,1,['巅峰榜·内地']
腾格尔,1,0,,1,['巅峰榜·新歌']
脱景麟/李俊宜（宜宝）,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
脱景麟,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
脑循环,1,0,,1,['巅峰榜·内地']
苏紫旭&The Paramecia,1,0,,1,['巅峰榜·内地']
苏琛,1,0,,1,['巅峰榜·新歌']
苏梦瑶,1,0,,1,['巅峰榜·新歌']
苏晗,4,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
苏星婕/阿辰（阎辰）,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
苏星婕/安扬,1,0,,1,['巅峰榜·流行指数']
苏星婕,29,0,,12,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
苏打绿,2,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
苏子欲,1,0,,1,['巅峰榜·流行指数']
苏天乐/秋枯落泪,1,0,,1,['巅峰榜·新歌']
花花小果实,2,0,,1,['巅峰榜·新歌']
花糖,1,0,,1,['巅峰榜·流行指数']
花粥,1,0,,1,['巅峰榜·内地']
花墙FancyWall,1,0,,1,['巅峰榜·内地']
花僮,1,0,,1,['巅峰榜·新歌']
芯竹XENZU,1,0,,1,['巅峰榜·内地']
茶二娘/小田音乐社,1,0,,1,['巅峰榜·新歌']
茜西,2,0,,2,['巅峰榜·新歌']
范茹,1,0,,1,['巅峰榜·流行指数']
范臻尔/黄鲲/何懿峻/蒋敦豪,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
范玮琪,1,0,,1,['巅峰榜·流行指数']
范忆堂,1,0,,1,['巅峰榜·内地']
茂茂吖/是涵涵吖,1,0,,1,['巅峰榜·内地']
英雄联盟,2,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
苏醒AllenSu/陆虎/姚政,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
苏醒AllenSu,3,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
苏逸_Suyi/爆裂菊是也/小N/Kiyo,1,0,,1,['巅峰榜·内地']
苏贝贝,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
苏谭谭/3秒超市,1,0,,1,['巅峰榜·新歌']
苏谭谭,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
苏菲花园,1,0,,1,['巅峰榜·内地']
苏菀玉/LUX赵戈涛,1,0,,1,['巅峰榜·内地']
萧煌奇,1,0,,1,['巅峰榜·流行指数']
萧敬腾/张淇,1,0,,1,['巅峰榜·流行指数']
萧敬腾,1,0,,1,['巅峰榜·流行指数']
萧亚轩,2,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数']"
萌面侠,1,0,,1,['巅峰榜·流行指数']
菲道尔/DIOR大颖,1,0,,1,['巅峰榜·流行指数']
菲菲公主（陆绮菲）,2,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数']"
菲利丝PHY,1,0,,1,['巅峰榜·新歌']
莫非定律乐团,1,0,,1,['巅峰榜·内地']
莫文蔚,1,0,,8,"['巅峰榜·热歌', '巅峰榜·流行指数']"
莉莉童,1,0,,1,['巅峰榜·内地']
荒野熊,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
荒草公园,1,0,,1,['巅峰榜·内地']
草蜢,2,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
草原兄弟,2,0,,2,['巅峰榜·新歌']
草东没有派对,1,0,,1,['巅峰榜·流行指数']
蒋知意,1,0,,1,['巅峰榜·新歌']
蒋坤炜,1,0,,1,['巅峰榜·新歌']
蒋先贵,1,0,,1,['巅峰榜·流行指数']
董唧唧/芊芊龍,1,0,,1,['巅峰榜·新歌']
董唧唧/何村猪,1,0,,1,['巅峰榜·流行指数']
董唧唧/Swang多雷,1,0,,1,['巅峰榜·内地']
葡萄不愤怒乐队/对角巷乐队,1,0,,1,['巅峰榜·内地']
葛漂亮,1,0,,1,['巅峰榜·流行指数']
葛东琪,2,0,,4,"['巅峰榜·热歌', '巅峰榜·流行指数']"
落水猫TheDrowningCat,1,0,,1,['巅峰榜·内地']
萱萱,1,0,,1,['巅峰榜·流行指数']
萬象COSMOS,1,0,,1,['巅峰榜·内地']
萨顶顶,2,0,,1,['巅峰榜·新歌']
萨吉,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
萧萧,1,0,,1,['巅峰榜·流行指数']
萧秉治/五月天,1,0,,1,['巅峰榜·流行指数']
薛之谦/董嘉鸿,1,0,,1,['巅峰榜·流行指数']
薛之谦/张靓颖,2,0,,2,"['巅峰榜·热歌', '巅峰榜·新歌']"
薛之谦,26,0,,16,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
薇哥Vear,1,0,,1,['巅峰榜·新歌']
蕊蕊蕊蕊！,1,0,,1,['巅峰榜·内地']
蔡明希-不才,1,0,,1,['巅峰榜·流行指数']
蔡徐坤,4,0,,4,"['巅峰榜·热歌', '巅峰榜·新歌']"
蔡健雅,7,0,,15,"['巅峰榜·热歌', '巅峰榜·流行指数']"
蔡依林,2,0,,1,['巅峰榜·热歌']
蔡一,1,0,,1,['巅峰榜·新歌']
蓝心羽,9,0,,9,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
蒲熠星,2,0,,2,['巅峰榜·新歌']
蒙太奇Whisky/说唱者联盟,1,0,,1,['巅峰榜·内地']
蒙太奇Whisky,1,0,,1,['巅峰榜·内地']
蒋雪儿Snow.J,2,0,,2,['巅峰榜·流行指数']
蒋蒋/曲肖冰,1,0,,1,['巅峰榜·热歌']
街道办GDC/欧阳耀莹,1,0,,14,"['巅峰榜·热歌', '巅峰榜·流行指数']"
街道办GDC,1,0,,1,['巅峰榜·内地']
行崽ou,1,0,,1,['巅峰榜·新歌']
行为能溶解,1,0,,1,['巅峰榜·内地']
血肉果汁机,1,0,,1,['巅峰榜·内地']
蜷花 (李子璇),1,0,,1,['巅峰榜·内地']
蜜雪冰城,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
蜜瓜夜晚,2,0,,2,['巅峰榜·内地']
蛋治RB,1,0,,1,['巅峰榜·内地']
虞正儿,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
虞书欣/张彬彬,1,0,,1,['巅峰榜·新歌']
虞书欣,3,0,,3,['巅峰榜·新歌']
虎二,1,0,,1,['巅峰榜·流行指数']
藤柒吖,3,0,,2,['巅峰榜·新歌']
薛之谦/锤娜丽莎,1,0,,1,['巅峰榜·流行指数']
薛之谦/郭聪明,1,0,,1,['巅峰榜·流行指数']
西瓜JUN,1,0,,1,['巅峰榜·内地']
西泽,1,0,,1,['巅峰榜·内地']
西槿Princekin/Annita/Chisway,1,0,,1,['巅峰榜·内地']
西柚,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
西彬/张雨农,1,0,,1,['巅峰榜·内地']
裁缝铺,1,0,,1,['巅峰榜·内地']
袁野夕,1,0,,1,['巅峰榜·内地']
袁礼荃/友谊商店,1,0,,1,['巅峰榜·内地']
袁树雄,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
袁小葳/阿辰（阎辰）,1,0,,1,['巅峰榜·新歌']
袁小葳/甘梅粉,1,0,,1,['巅峰榜·新歌']
袁小葳,1,0,,1,['巅峰榜·新歌']
袁娅维TIA RAY/张远/柳爽/温奕心,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
袁娅维TIA RAY,3,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
袁咏琳/周杰伦,1,0,,1,['巅峰榜·流行指数']
表情银行,2,0,,2,['巅峰榜·内地']
许歆茉,1,0,,1,['巅峰榜·内地']
许晰晰,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
许文文,1,0,,1,['巅峰榜·流行指数']
许慧欣,1,0,,1,['巅峰榜·热歌']
许巍,2,0,,5,['巅峰榜·热歌']
许嵩/何曼婷,1,0,,9,['巅峰榜·热歌']
许嵩,5,0,,8,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
许子婷,1,0,,1,['巅峰榜·新歌']
许哲,1,0,,1,['巅峰榜·内地']
许呦,1,0,,1,['巅峰榜·新歌']
许博远,1,0,,1,['巅峰榜·内地']
许佳慧,1,0,,1,['巅峰榜·流行指数']
詹可可,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
解语花,1,0,,1,['巅峰榜·新歌']
观音乐队,1,0,,1,['巅峰榜·内地']
覆予,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
贺仙人,2,0,,2,['巅峰榜·内地']
贺一航,1,0,,2,['巅峰榜·热歌']
贵州小蓉儿,1,0,,1,['巅峰榜·新歌']
豆豆吃不饱,1,0,,1,['巅峰榜·内地']
豆包,1,0,,2,['巅峰榜·流行指数']
谷江山,1,0,,1,['巅峰榜·新歌']
谭维维,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
谭咏麟,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
谢远玉/钟泳慧,1,0,,1,['巅峰榜·流行指数']
谢庚沄,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
谢寻,1,0,,1,['巅峰榜·内地']
谢安琪,1,0,,1,['巅峰榜·流行指数']
谢娜,1,0,,1,['巅峰榜·新歌']
谢又/CRAT西略/K95S腾飛联盟,1,0,,1,['巅峰榜·流行指数']
许飞,1,0,,2,['巅峰榜·热歌']
许钧,1,0,,1,['巅峰榜·内地']
赵偲旖,1,0,,1,['巅峰榜·新歌']
赵二,1,0,,1,['巅峰榜·流行指数']
赵乃吉,19,0,,11,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
赵一博,1,0,,1,['巅峰榜·新歌']
赤潮RedTide,1,0,,1,['巅峰榜·内地']
赞多,3,0,,3,['巅峰榜·新歌']
赛西翰,1,0,,1,['巅峰榜·内地']
赛博九方,1,0,,1,['巅峰榜·新歌']
赖美云,1,0,,1,['巅峰榜·流行指数']
赖湘文,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
赖小白/kashbin,1,0,,1,['巅峰榜·新歌']
赖仔Morris,3,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
贾玲/沈腾/张小斐,1,0,,1,['巅峰榜·新歌']
贺敬轩,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
贺峻霖,1,0,,1,['巅峰榜·新歌']
贺子玲,2,0,,2,"['巅峰榜·新歌', '巅峰榜·内地']"
赵芷彤Cassie,1,0,,1,['巅峰榜·内地']
赵紫骅,2,0,,2,['巅峰榜·内地']
赵禾野,1,0,,1,['巅峰榜·新歌']
赵磊,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
赵牧阳,1,0,,1,['巅峰榜·内地']
赵照,1,0,,1,['巅峰榜·内地']
赵杰熹,1,0,,1,['巅峰榜·内地']
赵晨唏/珑熹音上/吴三畏,1,0,,1,['巅峰榜·内地']
赵晨唏/吴三畏/珑熹音上,1,0,,1,['巅峰榜·内地']
赵晨唏,3,0,,3,"['巅峰榜·流行指数', '巅峰榜·内地']"
赵旋/王粲雯SEVEN/Sarah彭彭,1,0,,1,['巅峰榜·内地']
赵政豪,3,0,,3,['巅峰榜·内地']
赵大美,1,0,,1,['巅峰榜·流行指数']
赵堇彤,2,0,,2,['巅峰榜·新歌']
赵品霖,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
赵十三,3,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
轻烟大叔,5,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
软柿子乐队Soft-Persimmon,1,0,,1,['巅峰榜·内地']
转世虚拟猫,2,0,,2,['巅峰榜·内地']
轩姨(相信光),2,0,,2,['巅峰榜·新歌']
车往老诸板面（好烦妹）,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
车厘子的车车,1,0,,1,['巅峰榜·流行指数']
跳跃号SCAMPER,1,0,,1,['巅峰榜·内地']
路有依,1,0,,1,['巅峰榜·内地']
路二loer,1,0,,1,['巅峰榜·新歌']
起床气MorningAura,1,0,,1,['巅峰榜·内地']
赵雷,1,0,,3,['巅峰榜·热歌']
赵运玲,1,0,,1,['巅峰榜·新歌']
赵诗雨,1,0,,1,['巅峰榜·新歌']
赵薇薇,2,0,,2,['巅峰榜·新歌']
赵茂茂,1,0,,1,['巅峰榜·新歌']
赵英俊,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
邓佳欣/杨联想,1,0,,1,['巅峰榜·内地']
邓伦,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
遗憾,1,0,,1,['巅峰榜·新歌']
逵逵爱唱歌（KuiKui）/薯片啾啾,1,0,,1,['巅峰榜·新歌']
逵逵爱唱歌（KuiKui）/田如一,1,0,,1,['巅峰榜·新歌']
逵逵爱唱歌（KuiKui）/徐梦圆,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
逵逵爱唱歌（KuiKui）,3,0,,3,"['巅峰榜·新歌', '巅峰榜·内地']"
透明教室与平行女孩,2,0,,2,['巅峰榜·内地']
逃跑计划/和平精英,1,0,,1,['巅峰榜·新歌']
逃跑计划,2,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数']"
退化立场,1,0,,1,['巅峰榜·内地']
迷心 (Lost Soul Paradise),2,0,,2,['巅峰榜·内地']
迟里乌布/Morerare,1,0,,1,['巅峰榜·流行指数']
连冠,1,0,,1,['巅峰榜·新歌']
达达乐队,1,0,,1,['巅峰榜·内地']
辰默,2,0,,2,['巅峰榜·新歌']
邹沛沛,1,0,,1,"['巅峰榜·新歌', '巅峰榜·内地']"
邹晓熹,1,0,,1,['巅峰榜·新歌']
邵帅,3,0,,3,['巅峰榜·流行指数']
那英/魏如萱/华晨宇/马嘉祺,1,0,,1,['巅峰榜·流行指数']
那英,2,0,,2,['巅峰榜·流行指数']
那奇沃夫/Prodby玉/TingleM,1,0,,1,['巅峰榜·内地']
那吾克热-NW,1,0,,1,['巅峰榜·内地']
那可,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
邢万来(Ava)/少司命,1,0,,1,['巅峰榜·内地']
邓轩,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
邓见超,3,0,,3,['巅峰榜·内地']
邓泽鸣/杜天宇/刘俊昊/桥本裕太,1,0,,1,['巅峰榜·流行指数']
邓岳章,5,0,,4,"['巅峰榜·流行指数', '巅峰榜·新歌']"
邓寓君(等什么君)/我是大东家,1,0,,1,['巅峰榜·新歌']
邓寓君(等什么君),4,0,,5,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
邓典果DDG,1,0,,1,['巅峰榜·内地']
郭彪,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
郭子阳/幼米儿歌/哆咪儿歌,1,0,,1,['巅峰榜·内地']
郭冠廷/芮雪,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
郭冠廷,1,0,,1,['巅峰榜·新歌']
郑鱼,3,0,,4,"['巅峰榜·流行指数', '巅峰榜·新歌']"
郑闯,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
郑畅业,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
郑添媛,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
郑润泽,3,0,,9,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
郑浩,3,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
郑欣宜,2,0,,1,['巅峰榜·流行指数']
郑兴,2,0,,2,['巅峰榜·内地']
郑中基,1,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数']"
郁可唯/王者荣耀,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
郁可唯,2,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
邹沛沛/Pank,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
金志文,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
金圣圭 (김성규),1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
野肆乐队,1,0,,1,['巅峰榜·内地']
野哥,1,0,,1,['巅峰榜·新歌']
里外,2,0,,2,['巅峰榜·新歌']
醒山AwakeMountains,1,0,,1,['巅峰榜·内地']
酷奇,1,0,,1,['巅峰榜·内地']
酥糖Yuki/Sonw,1,0,,1,['巅峰榜·内地']
酒归,1,0,,1,['巅峰榜·流行指数']
都智文,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
郭顶,3,0,,11,"['巅峰榜·热歌', '巅峰榜·流行指数']"
郭静,3,0,,5,"['巅峰榜·热歌', '巅峰榜·流行指数']"
郭雨昂,1,0,,1,['巅峰榜·新歌']
郭镐鸣,1,0,,1,['巅峰榜·新歌']
郭采洁,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
郭沁,1,0,,1,['巅峰榜·流行指数']
银赫 (은혁)/孝渊 (HYO)/泰容 (태용)/渽民 (재민),1,0,,1,['巅峰榜·新歌']
银河快递 (Galaxy Express),4,0,,4,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
银临/Aki阿杰,1,0,,1,['巅峰榜·流行指数']
银临,1,0,,1,['巅峰榜·新歌']
铭zzzzzzzm/说唱者联盟,1,0,,1,['巅峰榜·内地']
铁人METAL/NewMan.G,1,0,,1,['巅峰榜·内地']
钱润玉Runyu/Sweater Beats,1,0,,1,['巅峰榜·内地']
钱润玉Runyu,4,0,,4,['巅峰榜·内地']
钟声,1,0,,1,['巅峰榜·内地']
金钰晨,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
金钰双双,1,0,,1,['巅峰榜·新歌']
金車厘子,1,0,,1,['巅峰榜·内地']
金艺德,1,0,,1,['巅峰榜·内地']
金渔,2,0,,2,['巅峰榜·流行指数']
金润吉,5,0,,4,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
金志文/李雪琴/孟鹤堂,1,0,,1,['巅峰榜·新歌']
阿YueYue,4,0,,5,"['巅峰榜·流行指数', '巅峰榜·新歌']"
阮成武/Radog,1,0,,1,['巅峰榜·内地']
阮妍霏,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
队长的小斑鸠/夏以岛,1,0,,1,['巅峰榜·新歌']
队长的小斑鸠,1,0,,1,['巅峰榜·新歌']
队长/黄礼格,2,0,,2,"['巅峰榜·热歌', '巅峰榜·新歌', '巅峰榜·内地']"
队长/鹿晗,1,0,,1,['巅峰榜·新歌']
队长/叶琼琳,1,0,,1,['巅峰榜·新歌']
队长,3,0,,7,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
闻人听書_,1,0,,2,['巅峰榜·流行指数']
问题总部/WADE DAO,1,0,,1,['巅峰榜·内地']
闭文思,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
闫明琛,1,0,,1,['巅峰榜·内地']
闪星TwinkleStar,2,0,,2,['巅峰榜·内地']
门尼,1,0,,1,['巅峰榜·内地']
锤娜丽莎,1,0,,9,"['巅峰榜·热歌', '巅峰榜·流行指数']"
阿淮,1,0,,1,['巅峰榜·新歌']
阿水,1,0,,1,['巅峰榜·流行指数']
阿梨粤,2,0,,8,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
阿桑,1,0,,9,"['巅峰榜·热歌', '巅峰榜·流行指数']"
阿杜,1,0,,1,['巅峰榜·流行指数']
阿斌斌,2,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
阿拉梅,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
阿悠悠,1,0,,1,['巅峰榜·新歌']
阿吉野马,2,0,,1,['巅峰榜·新歌']
阿吉太组合,1,0,,1,['巅峰榜·流行指数']
阿力普,1,0,,1,['巅峰榜·内地']
阿冗,2,0,,3,['巅峰榜·流行指数']
阿修罗,1,0,,1,['巅峰榜·内地']
阿YueYue/镜予歌,1,0,,1,['巅峰榜·新歌']
阿YueYue/戾格/小田音乐社,1,0,,1,['巅峰榜·流行指数']
阿YueYue/刘兆宇,1,0,,4,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
陈以诺Sarah/R.Fia任菲菲,1,0,,1,['巅峰榜·内地']
陈亦洺,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·内地']"
陈亦云,3,0,,3,['巅峰榜·内地']
陈之,1,0,,1,['巅峰榜·流行指数']
陈一豪Clear,1,0,,1,['巅峰榜·流行指数']
陆虎,7,0,,5,"['巅峰榜·流行指数', '巅峰榜·新歌']"
陆杰awr,8,0,,7,"['巅峰榜·流行指数', '巅峰榜·新歌']"
陆政廷Lil Jet/梁笑生AIRBUS130,1,0,,1,['巅峰榜·内地']
陆政廷Lil Jet,1,0,,1,['巅峰榜·内地']
陆小九/ProdbyMend,1,0,,1,['巅峰榜·新歌']
陆定昊/付思超/李洛尔Zok/荣耀,2,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
陆子昂,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·内地']"
陆66,1,0,,1,['巅峰榜·内地']
阿肆,2,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
阿禹ayy,3,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
阿狸,1,0,,1,['巅峰榜·内地']
陈子夜/常超凡,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
陈婧霏,2,0,,2,['巅峰榜·内地']
陈婉菁,1,0,,1,['巅峰榜·热歌']
陈奕迅,14,0,,18,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
陈墨一（吖毛）/Astera-申凯,1,0,,1,['巅峰榜·新歌']
陈墨一（吖毛）,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
陈卓璇,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
陈华耀,1,0,,1,['巅峰榜·流行指数']
陈势安,1,0,,2,['巅峰榜·热歌']
陈冰/艾热AIR,1,0,,1,['巅峰榜·流行指数']
陈冯/Muyoi,1,0,,1,['巅峰榜·内地']
陈冯,1,0,,1,['巅峰榜·内地']
陈冠希/MC仁/厨房仔/应采儿,1,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数']"
陈信喆,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
陈俊彤,1,0,,1,['巅峰榜·新歌']
陈伟霆,1,0,,1,['巅峰榜·热歌']
陈炬,1,0,,1,['巅峰榜·内地']
陈浩东,3,0,,3,['巅峰榜·内地']
陈泇伊,1,0,,1,['巅峰榜·新歌']
陈楚生/王赫野,1,0,,1,['巅峰榜·流行指数']
陈楚生/吉克隽逸,1,0,,1,['巅峰榜·流行指数']
陈楚生,9,0,,9,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
陈柯霓 (CHENge),2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
陈柏宇,1,0,,9,"['巅峰榜·热歌', '巅峰榜·流行指数']"
陈曼曼,1,0,,1,['巅峰榜·新歌']
陈文非,1,0,,1,['巅峰榜·流行指数']
陈戈平,1,0,,1,['巅峰榜·内地']
